customerID,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn,State
8800-JOOCF,Female,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Electronic check,84.05$,966.55,Stayed,"New York, USA"
1469-LBJQJ,Female,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,105.2$,6936.85,Stayed,"Texas, USA"
4958-XCBDQ,Male,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,101.4$,3496.3,Churned,"Texas, USA"
8337-UPOAQ,Male,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Electronic check,89.8$,914.3,Churned,"New York, USA"
0064-YIJGF,Male,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),75.75$,1929.0,Stayed,"Texas, USA"
2386-OWURY,Female,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.3$,5817.7,Stayed,"Florida, USA"
1725-IQNIY,Male,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.75$,6110.2,Churned,"New York, USA"
0310-VQXAM,Male,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.85$,178.8,Stayed,"California, USA"
6598-RFFVI,Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.3$,28.3,Churned,"Texas, USA"
3453-RTHJQ,Male,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.1$,435.0,Stayed,"New York, USA"
6712-OAWRH,Female,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,91.25$,2351.8,Churned,"California, USA"
6278-FEPBZ,Female,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25$,186.15,Stayed,"Florida, USA"
4280-DLSHD,Male,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Mailed check,54.75$,445.85,Stayed,"New York, USA"
1508-DFXCU,Male,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Electronic check,81.45$,912.0,Stayed,"Texas, USA"
,Female,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Electronic check,49.1$,679.55,Churned,"Texas, USA"
7868-BGSZA,Male,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Electronic check,80.2$,3581.6,Stayed,"New York, USA"
2800-QQUSO,Male,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,100.3$,4222.95,Stayed,"New York, USA"
2930-UOTMB,Female,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit card (automatic),65.25$,1994.3,Churned,"New York, USA"
7973-DZRKH,Female,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Credit card (automatic),90.95$,5930.05,Stayed,"Texas, USA"
5914-DVBWJ,Female,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Electronic check,85.45$,1505.85,Churned,"Texas, USA"
7698-YFGEZ,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.0$,20.0,Stayed,"California, USA"
2533-QVMSK,Male,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,94.1$,5638.3,Churned,"California, USA"
9773-PEQBZ,Male,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Electronic check,79.85$,797.25,Stayed,"Florida, USA"
8644-XLFBW,Male,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,71.65$,71.65,Churned,"Texas, USA"
0650-BWOZN,Female,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Electronic check,73.55$,1359.45,Stayed,"Florida, USA"
8625-AZYZY,Male,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,104.65$,2542.45,Churned,"Texas, USA"
7785-RDVIG,Female,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.3$,54.7,Stayed,"Florida, USA"
9602-WCXPI,Male,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.15$,989.05,Stayed,"Florida, USA"
2903-YYTBW,Male,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.55$,44.55,Stayed,"Texas, USA"
3620-MWJNE,Male,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Mailed check,54.45$,87.3,Stayed,"Texas, USA"
8573-JGCZW,Male,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.65$,351.55,Stayed,"Florida, USA"
6837-HAEVO,Male,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,105.0$,7297.75,Stayed,"Florida, USA"
6701-YVNQG,Male,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),88.7$,6301.7,Stayed,"Texas, USA"
9306-CPCBC,Female,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.25$,210.3,Churned,"Florida, USA"
4304-XUMGI,Male,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),75.15$,3822.45,Stayed,"Texas, USA"
9504-YAZWB,Female,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25$,1048.45,Stayed,"Texas, USA"
8819-ZBYNA,Female,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),109.1$,6393.65,Stayed,"Texas, USA"
6174-NRBTZ,Male,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),30.75$,1489.3,Stayed,"New York, USA"
9481-IEBZY,Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),112.9$,8061.5,Stayed,"California, USA"
1833-VGRUM,Female,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.2$,74.2,Churned,"Florida, USA"
6137-NICCO,Female,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mailed check,94.05$,518.75,Stayed,"Texas, USA"
9065-ZCPQX,Male,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),78.85$,5763.15,Stayed,"California, USA"
6402-EJMWF,Male,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Mailed check,55.3$,238.5,Stayed,"Texas, USA"
3620-EHIMZ,Female,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.35$,1031.7,Stayed,"California, USA"
3213-VVOLG,Male,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,25.35$,1397.475,Stayed,"Florida, USA"
6870-ECSHE,Female,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.45$,34.8,Stayed,"Texas, USA"
8747-UDCOI,Female,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.35$,1319.95,Stayed,"Florida, USA"
8374-XGEJJ,Male,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,101.0$,4388.4,Churned,"Florida, USA"
2656-TABEH,Male,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,100.2$,420.2,Churned,"Texas, USA"
6946-LMSQS,Male,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,89.05$,2177.45,Churned,"California, USA"
4626-OZDTJ,Female,No,Yes,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),78.65$,3950.85,Stayed,"New York, USA"
9169-BSVIN,Male,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),74.75$,827.05,Stayed,"New York, USA"
2325-ZUSFD,Female,No,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),70.1$,3913.3,Churned,"California, USA"
8194-PEEBY,Female,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.9$,533.5,Stayed,"Florida, USA"
6872-HXFNF,Female,No,Yes,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Bank transfer (automatic),58.35$,3756.45,Stayed,"New York, USA"
3932-CMDTD,Female,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,105.65$,443.9,Churned,"Florida, USA"
7714-YXSMB,Female,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),100.5$,2599.95,Stayed,"Florida, USA"
8387-UGUSU,Female,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05$,284.3,Stayed,"Florida, USA"
1080-BWSYE,Male,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.65$,1740.8,Stayed,"Texas, USA"
4039-HEUNW,Male,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,96.5$,3436.1,Churned,"California, USA"
1194-HVAIF,Female,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Credit card (automatic),95.0$,2462.55,Stayed,"Texas, USA"
0812-WUPTB,Male,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,70.85$,70.85,Churned,"Florida, USA"
3594-UVONA,Female,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),85.95$,3110.1,Churned,"Florida, USA"
0004-TLHLJ,Male,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Electronic check,73.9$,280.85,Churned,"Texas, USA"
1767-TGTKO,Female,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Electronic check,45.45$,411.75,Stayed,"Texas, USA"
8439-LTUGF,Male,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.0$,198.6,Stayed,"California, USA"
8805-JNRAZ,Female,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Mailed check,49.2$,103.7,Stayed,"California, USA"
5089-IFSDP,Female,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),109.45$,6144.55,Churned,"California, USA"
6418-HNFED,Male,No,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),83.25$,4089.45,Stayed,"California, USA"
0206-OYVOC,Female,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.25$,864.2,Stayed,"Florida, USA"
7291-CDTMJ,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.65$,19.65,Stayed,"California, USA"
7128-GGCNO,Male,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),72.8$,3249.4,Stayed,"California, USA"
0237-YFUTL,Female,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),109.65$,5405.8,Stayed,"Florida, USA"
7691-KGKGP,Male,No,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Credit card (automatic),65.0$,3363.8,Stayed,"Florida, USA"
6710-HSJRD,Male,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,114.1$,7132.15,Stayed,"New York, USA"
3675-EQOZA,Male,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.65$,93.55,Stayed,"Texas, USA"
0840-DCNZE,Male,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.95$,4138.9,Stayed,"Texas, USA"
1732-FEKLD,Female,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),94.75$,5121.75,Stayed,"California, USA"
9862-KJTYK,Male,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,Credit card (automatic),25.35$,566.1,Stayed,"New York, USA"
0479-HMSWA,Female,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,105.45$,2715.3,Stayed,"New York, USA"
5854-KSRBJ,Male,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,25.4$,1782.05,Stayed,"Florida, USA"
0365-BZUWY,Male,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,102.55$,1742.5,Stayed,"New York, USA"
4817-VYYWS,Female,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,100.2$,2983.8,Churned,"Florida, USA"
5701-SVCWR,Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,24.0$,24.0,Stayed,"Florida, USA"
3129-AAQOU,Female,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,25.6$,485.9,Stayed,"New York, USA"
4922-CVPDX,Female,No,Yes,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),73.5$,1905.7,Stayed,"New York, USA"
1396-QWFBJ,Female,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Bank transfer (automatic),74.05$,1565.7,Churned,"New York, USA"
1357-BIJKI,Male,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,98.25$,4858.7,Stayed,"Texas, USA"
1099-BTKWT,Female,No,Yes,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Electronic check,54.4$,3723.65,Stayed,"Texas, USA"
5299-SJCZT,Male,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),101.55$,298.35,Churned,"Florida, USA"
2018-PZKMU,Male,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,103.1$,970.45,Stayed,"California, USA"
7340-KEFQE,Female,No,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Bank transfer (automatic),34.2$,1782.0,Stayed,"California, USA"
4570-QHXHL,Female,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Electronic check,43.75$,405.7,Stayed,"Texas, USA"
2403-BCASL,Male,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,111.95$,4534.9,Churned,"California, USA"
7392-YYPYJ,Male,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,100.65$,2415.95,Stayed,"New York, USA"
2898-LSJGD,Female,No,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Electronic check,55.95$,1157.05,Churned,"New York, USA"
2223-GDSHL,Male,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.05$,8297.5,Stayed,"Texas, USA"
7359-PTSXY,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,45.75$,45.75,Churned,"California, USA"
9470-RTWDV,Male,No,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),82.0$,2083.1,Stayed,"Florida, USA"
2176-OSJUV,Male,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),65.15$,4681.75,Stayed,"Florida, USA"
9348-YVOMK,Male,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),44.8$,176.2,Stayed,"Texas, USA"
8104-OSKWT,Female,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Electronic check,79.8$,1001.2,Stayed,"Florida, USA"
4521-YEEHE,Female,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Electronic check,88.85$,1594.75,Stayed,"Texas, USA"
4090-KPJIP,Female,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.95$,212.4,Stayed,"Florida, USA"
3786-WOVKF,Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),106.85$,7677.4,Stayed,"Florida, USA"
4503-BDXBD,Male,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Electronic check,74.95$,815.5,Churned,"New York, USA"
6086-ESGRL,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),80.15$,80.15,Churned,"New York, USA"
2592-HODOV,Male,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.3$,259.65,Stayed,"New York, USA"
3886-CERTZ,Female,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,109.25$,8109.8,Churned,"California, USA"
7995-ZHHNZ,Male,No,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Credit card (automatic),56.1$,2386.85,Stayed,"California, USA"
3824-RHKVR,Female,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.7$,340.35,Stayed,"Florida, USA"
5816-SCGFC,Female,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Mailed check,51.3$,419.35,Stayed,"California, USA"
5989-AXPUC,Female,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,118.6$,7990.05,Stayed,"California, USA"
4979-HPRFL,Male,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),24.15$,1402.25,Stayed,"Texas, USA"
8590-OHDIW,Female,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.3$,749.35,Stayed,"Florida, USA"
8015-IHCGW,Female,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,115.5$,8425.15,Stayed,"Florida, USA"
2332-TODQS,Female,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.05$,1171.5,Stayed,"California, USA"
9278-VZKCD,Female,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Electronic check,109.1$,5647.95,Stayed,"New York, USA"
8008-OTEZX,Female,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.65$,708.8,Stayed,"Florida, USA"
2773-OVBPK,Male,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),111.3$,7567.2,Stayed,"Florida, USA"
5999-LCXAO,Female,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Mailed check,29.9$,29.9,Stayed,"California, USA"
5206-XZZQI,Male,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Mailed check,80.6$,4348.1,Stayed,"New York, USA"
4803-LBYPN,Male,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.8$,635.9,Stayed,"California, USA"
5759-RCVCB,Female,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Credit card (automatic),35.2$,108.95,Churned,"Florida, USA"
6372-RFVNS,Female,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Electronic check,78.8$,78.8,Churned,"Florida, USA"
2139-FQHLM,Male,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mailed check,89.95$,1682.4,Stayed,"Florida, USA"
8261-GWDBQ,Female,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.05$,6925.9,Stayed,"New York, USA"
1093-YSWCA,Male,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.55$,223.15,Stayed,"New York, USA"
8938-UMKPI,Female,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,106.4$,5127.95,Churned,"Florida, USA"
0991-BRRFB,Male,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Electronic check,49.4$,874.8,Churned,"Florida, USA"
3882-IYOIJ,Female,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.25$,6758.45,Stayed,"Florida, USA"
8749-TZYEC,Male,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),24.8$,1874.3,Stayed,"California, USA"
1755-FZQEC,Male,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.9$,791.15,Stayed,"New York, USA"
3115-JPJDD,Female,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Credit card (automatic),81.25$,4639.45,Stayed,"Florida, USA"
5600-KTXFM,Male,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,69.95$,143.9,Stayed,"Texas, USA"
3871-IKPYH,Male,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.1$,69.1,Churned,"Texas, USA"
6319-IEJWJ,Male,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,90.2$,1776.55,Churned,"Florida, USA"
9025-AOMKI,Female,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),93.55$,536.4,Churned,"Texas, USA"
6339-TBELP,Male,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Credit card (automatic),86.4$,6172.0,Stayed,"California, USA"
7964-YESJC,Female,No,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Mailed check,66.3$,1559.45,Stayed,"Texas, USA"
6173-GOLSU,Male,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Credit card (automatic),94.65$,6079.0,Stayed,"California, USA"
5275-SQEIZ,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,80.85$,80.85,Churned,"California, USA"
7716-YTYHG,Female,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mailed check,82.05$,4029.95,Churned,"Florida, USA"
9938-ZREHM,Female,No,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Mailed check,72.1$,2658.4,Stayed,"Texas, USA"
7950-XWOVN,Male,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Mailed check,34.7$,383.55,Stayed,"Florida, USA"
4390-KYULV,Male,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.55$,51.15,Churned,"New York, USA"
4647-MUZON,Female,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),95.95$,1745.5,Stayed,"Florida, USA"
9702-AIUJO,Male,No,Yes,50,Yes,No,DSL,No,No,No,No,No,No,Bank transfer (automatic),44.8$,2230.85,Stayed,"Texas, USA"
8849-PRIQJ,Female,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,109.4$,7281.6,Stayed,"Florida, USA"
8851-RAGOV,Female,No,Yes,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Mailed check,71.05$,1837.7,Stayed,"Texas, USA"
1304-NECVQ,Female,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Electronic check,78.55$,149.55,Churned,"New York, USA"
5396-IZEPB,Male,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.7$,180.7,Stayed,"New York, USA"
1729-VLAZJ,Female,No,No,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Mailed check,40.25$,411.45,Stayed,"New York, USA"
8285-ABVLB,Female,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.85$,1328.35,Stayed,"Florida, USA"
0701-TJSEF,Male,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),68.25$,576.95,Stayed,"California, USA"
5712-VBOXD,Female,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.15$,68.45,Stayed,"Florida, USA"
6629-LADHQ,Female,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,50.95$,123.05,Stayed,"Texas, USA"
8945-GRKHX,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,78.65$,78.65,Churned,"New York, USA"
1559-DTODC,Male,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,Bank transfer (automatic),25.15$,468.35,Stayed,"New York, USA"
4797-MIWUM,Male,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.25$,174.7,Stayed,"Florida, USA"
6959-UWKHF,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,42.9$,42.9,Churned,"Florida, USA"
8720-RQSBJ,Male,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.0$,44.0,Stayed,"Texas, USA"
4537-CIBHB,Female,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25$,172.35,Stayed,"California, USA"
3815-SLMEF,Female,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Mailed check,34.25$,139.35,Churned,"California, USA"
5154-VEKBL,Female,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Mailed check,58.5$,539.85,Churned,"California, USA"
4324-AHJKS,Female,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Credit card (automatic),55.8$,300.4,Stayed,"California, USA"
4355-CVPVS,Female,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),88.9$,4968.0,Stayed,"Florida, USA"
4495-LHSSK,Female,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Mailed check,57.65$,992.7,Stayed,"Texas, USA"
5655-JSMZM,Male,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,96.2$,4718.25,Churned,"California, USA"
5915-ANOEI,Male,No,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mailed check,79.15$,5536.5,Stayed,"New York, USA"
